Date,Open,High,Low,Close,Volume,Name
12/22/2016,208.220001,209.990005,206.5,208.449997,3111100,TSLA
12/23/2016,208,213.449997,207.710007,213.339996,4670500,TSLA
12/27/2016,214.880005,222.25,214.419998,219.529999,5915700,TSLA
12/28/2016,221.529999,223.800003,217.199997,219.740005,3782500,TSLA
12/29/2016,218.559998,219.199997,214.119995,214.679993,4045000,TSLA
12/30/2016,216.300003,217.5,211.679993,213.690002,4642600,TSLA
1/3/2017,214.860001,220.330002,210.960007,216.990005,5923300,TSLA
1/4/2017,214.75,228,214.309998,226.990005,11213500,TSLA
1/5/2017,226.419998,227.479996,221.949997,226.75,5911700,TSLA
1/6/2017,226.929993,230.309998,225.449997,229.009995,5527900,TSLA
1/9/2017,228.970001,231.919998,228,231.279999,3979500,TSLA
1/10/2017,232,232,226.889999,229.869995,3660000,TSLA
1/11/2017,229.070007,229.979996,226.679993,229.729996,3650800,TSLA
1/12/2017,229.059998,230.699997,225.580002,229.589996,3790200,TSLA
1/13/2017,230,237.850006,229.589996,237.75,6093000,TSLA
1/17/2017,236.699997,239.960007,234.369995,235.580002,4617500,TSLA
1/18/2017,236.649994,239.710007,235.580002,238.360001,3769000,TSLA
1/19/2017,247.25,248.679993,240.75,243.759995,7732300,TSLA
1/20/2017,245.460007,246,243.009995,244.729996,4204300,TSLA
1/23/2017,245.850006,250.889999,245.5,248.919998,6262900,TSLA
1/24/2017,250,254.800003,249.649994,254.610001,4965500,TSLA
1/25/2017,257.309998,258.459991,251.800003,254.470001,5142600,TSLA
1/26/2017,254.289993,255.740005,250.75,252.509995,3152100,TSLA
1/27/2017,251.380005,253,248.520004,252.949997,3166300,TSLA
1/30/2017,252.529999,255.289993,247.100006,250.630005,3801100,TSLA
1/31/2017,249.240005,255.889999,247.699997,251.929993,4116100,TSLA
2/1/2017,253.050003,253.199997,249.050003,249.240005,3958800,TSLA
2/2/2017,248.339996,252.419998,247.710007,251.550003,2499800,TSLA
2/3/2017,251.910004,252.179993,249.679993,251.330002,2186700,TSLA
2/6/2017,251,257.820007,250.630005,257.769989,3562500,TSLA
2/7/2017,258.190002,260,256.420013,257.480011,4244800,TSLA
2/8/2017,257.350006,263.359985,256.200012,262.079987,3933000,TSLA
2/9/2017,266.25,271.179993,266.149994,269.200012,7820200,TSLA
2/10/2017,269.790009,270.950012,266.109985,269.230011,3619700,TSLA
2/13/2017,270.73999,280.790009,270.51001,280.600006,7029600,TSLA
2/14/2017,279.029999,287.390015,278.609985,280.980011,7345200,TSLA
2/15/2017,280,282.23999,276.440002,279.76001,4947900,TSLA
2/16/2017,277.600006,280,268.5,268.950012,7077300,TSLA
2/17/2017,265.799988,272.890015,264.149994,272.230011,6257100,TSLA
2/21/2017,275.450012,281.399994,274.01001,277.390015,5676700,TSLA
2/22/2017,280.309998,283.450012,272.600006,273.51001,8755000,TSLA
2/23/2017,264,264.660004,255.559998,255.990005,14915200,TSLA
2/24/2017,252.660004,258.25,250.199997,257,8171600,TSLA
2/27/2017,248.169998,248.360001,242.009995,246.229996,11460800,TSLA
2/28/2017,244.190002,251,243.899994,249.990005,6078100,TSLA
3/1/2017,254.179993,254.850006,249.110001,250.020004,4809500,TSLA
3/2/2017,249.710007,253.279999,248.270004,250.479996,3351800,TSLA
3/3/2017,250.740005,251.899994,249,251.570007,2919400,TSLA
3/6/2017,247.910004,251.699997,247.509995,251.210007,3355500,TSLA
3/7/2017,251.919998,253.889999,248.320007,248.589996,3459500,TSLA
3/8/2017,247,250.070007,245.320007,246.869995,3725200,TSLA
3/9/2017,247.630005,248.660004,243,244.899994,3879300,TSLA
3/10/2017,246.210007,246.5,243,243.690002,3066300,TSLA
3/13/2017,244.820007,246.850006,242.779999,246.169998,3022600,TSLA
3/14/2017,246.110001,258.119995,246.020004,258,7598400,TSLA
3/15/2017,257,261,254.270004,255.729996,5330800,TSLA
3/16/2017,262.399994,265.75,259.059998,262.049988,7132200,TSLA
3/17/2017,264,265.329987,261.200012,261.5,6497500,TSLA
3/20/2017,260.600006,264.549988,258.820007,261.920013,3614300,TSLA
3/21/2017,262.829987,264.799988,250.240005,250.679993,6908600,TSLA
3/22/2017,251.559998,255.070007,250.509995,255.009995,4059300,TSLA
3/23/2017,255.389999,257.670013,253.300003,254.779999,3320200,TSLA
3/24/2017,255.699997,263.890015,255.009995,263.160004,5647300,TSLA
3/27/2017,260.600006,270.570007,259.75,270.220001,6230800,TSLA
3/28/2017,277.019989,280.679993,275,277.450012,7987600,TSLA
3/29/2017,278.339996,279.600006,275.540009,277.380005,3676200,TSLA
3/30/2017,278.040009,282,277.209991,277.920013,4148400,TSLA
3/31/2017,278.730011,279.679993,276.320007,278.299988,3294600,TSLA
4/3/2017,286.899994,299,284.579987,298.519989,13888600,TSLA
4/4/2017,296.890015,304.809998,294.529999,303.700012,10134600,TSLA
4/5/2017,302.040009,304.880005,294.200012,295,7880900,TSLA
4/6/2017,296.880005,301.940002,294.100006,298.700012,5520600,TSLA
4/7/2017,297.5,302.690002,297.149994,302.540009,4579600,TSLA
4/10/2017,309.149994,313.730011,308.709991,312.390015,7664500,TSLA
4/11/2017,313.380005,313.470001,305.5,308.709991,5724600,TSLA
4/12/2017,306.339996,308.450012,296.320007,296.839996,6050700,TSLA
4/13/2017,296.700012,307.390015,295.299988,304,9284600,TSLA
4/17/2017,302.700012,304,298.679993,301.440002,4138700,TSLA
4/18/2017,299.700012,300.839996,297.899994,300.25,3035700,TSLA
4/19/2017,302.459991,306.619995,302.109985,305.519989,3898000,TSLA
4/20/2017,306.51001,309.149994,300.230011,302.51001,6149400,TSLA
4/21/2017,302,306.399994,300.420013,305.600006,4509800,TSLA
4/24/2017,309.220001,310.549988,306.019989,308.029999,5083500,TSLA
4/25/2017,308,313.980011,305.859985,313.790009,6737700,TSLA
4/26/2017,312.369995,314.5,309,310.170013,4695000,TSLA
4/27/2017,311.690002,313.089996,307.5,308.630005,3468600,TSLA
4/28/2017,309.829987,314.799988,308,314.070007,4505500,TSLA
5/1/2017,314.880005,327.25,314.809998,322.829987,8829600,TSLA
5/2/2017,324,327.660004,316.559998,318.890015,5382800,TSLA
5/3/2017,317.670013,321.529999,310.450012,311.019989,7133400,TSLA
5/4/2017,307.440002,307.769989,290.76001,295.459991,14152000,TSLA
5/5/2017,298,308.549988,296.799988,308.350006,8177300,TSLA
5/8/2017,310.899994,313.790009,305.820007,307.190002,7006500,TSLA
5/9/2017,309.380005,321.98999,309.100006,321.26001,9676500,TSLA
5/10/2017,321.559998,325.5,318.119995,325.220001,5741600,TSLA
5/11/2017,323.399994,326,319.600006,323.100006,4753800,TSLA
5/12/2017,325.480011,327,321.529999,324.809998,4121600,TSLA
5/15/2017,318.380005,320.200012,312.529999,315.880005,7622000,TSLA
5/16/2017,317.589996,320.059998,315.140015,317.01001,4152500,TSLA
5/17/2017,314.390015,314.630005,305.5,306.109985,6711900,TSLA
5/18/2017,307,313.940002,305.309998,313.059998,5653800,TSLA
5/19/2017,315.5,316.5,310.200012,310.829987,4687600,TSLA
5/22/2017,312.799988,314.369995,306.799988,310.350006,4329200,TSLA
5/23/2017,310.459991,310.730011,303.480011,303.859985,4318400,TSLA
5/24/2017,306.51001,311,305.399994,310.220001,5033300,TSLA
5/25/2017,311.019989,316.970001,307.809998,316.829987,5014000,TSLA
5/26/2017,317.279999,325.48999,316.309998,325.140015,7802200,TSLA
5/30/2017,326,336.279999,325.76001,335.100006,7782900,TSLA
5/31/2017,337.690002,342.890015,335.160004,341.01001,9963400,TSLA
6/1/2017,344,344.880005,337.290009,340.369995,7608000,TSLA
6/2/2017,339.769989,342.880005,335.929993,339.850006,5590200,TSLA
6/5/2017,338.5,348.440002,334.209991,347.320007,6784400,TSLA
6/6/2017,344.700012,359.48999,339.970001,352.850006,11086800,TSLA
6/7/2017,356.339996,360.5,355.140015,359.649994,9398000,TSLA
6/8/2017,363.75,371.899994,360.220001,370,9061500,TSLA
6/9/2017,374.420013,376.869995,354.799988,357.320007,17261400,TSLA
6/12/2017,357.98999,364.5,350.619995,359.01001,10517700,TSLA
6/13/2017,367.619995,376,366.609985,375.950012,11807900,TSLA
6/14/2017,381.089996,384.25,376.309998,380.660004,12818400,TSLA
6/15/2017,372.5,375.459991,366.48999,375.339996,10426500,TSLA
6/16/2017,377.980011,378.01001,370.100006,371.399994,6731000,TSLA
6/19/2017,375,376.700012,367.799988,369.799988,6549300,TSLA
6/20/2017,376.670013,378.880005,369.730011,372.23999,7438700,TSLA
6/21/2017,374.350006,376.98999,368.019989,376.399994,4923200,TSLA
6/22/2017,377.98999,385,373.570007,382.609985,7529800,TSLA
6/23/2017,382.450012,386.98999,379.350006,383.450012,6445800,TSLA
6/26/2017,386.690002,386.950012,373.100006,377.48999,6604100,TSLA
6/27/2017,376.399994,376.399994,362.019989,362.369995,6996400,TSLA
6/28/2017,366.679993,371.73999,362.519989,371.23999,6302500,TSLA
6/29/2017,370.609985,371,354.100006,360.75,8221000,TSLA
6/30/2017,363.709991,366.769989,359.619995,361.609985,5848500,TSLA
7/3/2017,370.23999,371.350006,351.5,352.619995,6305400,TSLA
7/5/2017,347.200012,347.23999,326.329987,327.089996,17046700,TSLA
7/6/2017,317.26001,320.790009,306.299988,308.829987,19324500,TSLA
7/7/2017,313.5,317,307.380005,313.220001,14176900,TSLA
7/10/2017,312.899994,317.940002,303.130005,316.049988,13820900,TSLA
7/11/2017,316,327.279999,314.299988,327.220001,11559400,TSLA
7/12/2017,330.399994,333.100006,324.5,329.519989,10346100,TSLA
7/13/2017,330.109985,331.600006,319.970001,323.410004,8594500,TSLA
7/14/2017,323.190002,328.420013,321.220001,327.779999,5625200,TSLA
7/17/2017,325.540009,327.100006,313.450012,319.570007,9876900,TSLA
7/18/2017,317.5,329.130005,315.660004,328.23999,6373700,TSLA
7/19/2017,328.230011,331.649994,323.220001,325.26001,6357000,TSLA
7/20/2017,326.899994,330.220001,324.200012,329.920013,5166200,TSLA
7/21/2017,329.459991,331.26001,325.799988,328.399994,4901600,TSLA
7/24/2017,330.23999,343.399994,330.01001,342.519989,8637100,TSLA
7/25/2017,345,345.600006,334.149994,339.600006,6989200,TSLA
7/26/2017,340.359985,345.5,338.119995,343.850006,4820800,TSLA
7/27/2017,346,347.5,326.290009,334.459991,8302400,TSLA
7/28/2017,336.890015,339.600006,332.51001,335.070007,4880400,TSLA
7/31/2017,335.5,341.48999,321.040009,323.470001,8535100,TSLA
8/1/2017,323,324.450012,316.130005,319.570007,8303100,TSLA
8/2/2017,318.940002,327.119995,311.220001,325.890015,13091500,TSLA
8/3/2017,345.329987,350,343.149994,347.089996,13535000,TSLA
8/4/2017,347,357.269989,343.299988,356.910004,9268900,TSLA
8/7/2017,357.350006,359.480011,352.75,355.170013,6324500,TSLA
8/8/2017,357.529999,368.579987,357.399994,365.220001,7449800,TSLA
8/9/2017,361,370,358.950012,363.529999,6892100,TSLA
8/10/2017,361.600006,366.649994,354.660004,355.399994,7092900,TSLA
8/11/2017,356.970001,361.26001,353.619995,357.869995,4365800,TSLA
8/14/2017,364.630005,367.660004,362.600006,363.799988,4519200,TSLA
8/15/2017,365.200012,365.48999,359.369995,362.329987,3085100,TSLA
8/16/2017,363,366.5,362.519989,362.910004,3413800,TSLA
8/17/2017,361.209991,363.299988,351.589996,351.920013,5027700,TSLA
8/18/2017,352.910004,354,345.799988,347.459991,5408200,TSLA
8/21/2017,345.820007,345.820007,331.850006,337.859985,6495400,TSLA
8/22/2017,341.130005,342.23999,337.369995,341.350006,4322000,TSLA
8/23/2017,338.98999,353.48999,338.299988,352.769989,4954500,TSLA
8/24/2017,352.519989,356.660004,349.73999,352.929993,4584700,TSLA
8/25/2017,354.23999,355.690002,347.299988,348.049988,3484000,TSLA
8/28/2017,347.279999,347.350006,339.720001,345.660004,3764000,TSLA
8/29/2017,339.480011,349.049988,338.75,347.359985,4073700,TSLA
8/30/2017,349.670013,353.470001,347,353.179993,3412900,TSLA
8/31/2017,353.549988,358.440002,352.820007,355.899994,4072800,TSLA
9/1/2017,356.119995,357.589996,353.690002,355.399994,3049500,TSLA
9/5/2017,353.799988,355.48999,345.890015,349.589996,3835100,TSLA
9/6/2017,349.5,350.980011,341.559998,344.529999,4091400,TSLA
9/7/2017,345.980011,352.480011,343.450012,350.609985,4239200,TSLA
9/8/2017,348.98999,349.779999,342.299988,343.399994,3263500,TSLA
9/11/2017,351.350006,363.709991,350,363.690002,7667100,TSLA
9/12/2017,364.48999,368.76001,360.399994,362.75,5972900,TSLA
9/13/2017,363.820007,368.070007,359.589996,366.230011,4185200,TSLA
9/14/2017,364.329987,377.959991,362.630005,377.640015,7202500,TSLA
9/15/2017,374.51001,380,372.700012,379.809998,5420500,TSLA
9/18/2017,380.25,389.609985,377.679993,385,7188000,TSLA
9/19/2017,380,382.390015,373.570007,375.100006,6451900,TSLA
9/20/2017,373,378.25,371.070007,373.910004,4919100,TSLA
9/21/2017,374.899994,376.829987,364.51001,366.480011,4618200,TSLA
9/22/2017,366.48999,369.899994,350.880005,351.089996,8159400,TSLA
9/25/2017,353.149994,357.470001,342.880005,344.98999,7605900,TSLA
9/26/2017,350.929993,351.23999,340.899994,345.25,7156300,TSLA
9/27/2017,349.899994,351.48999,340.5,340.970001,6060300,TSLA
9/28/2017,339.880005,342.75,335.399994,339.600006,5319600,TSLA
9/29/2017,341.859985,344.679993,338.600006,341.100006,5107100,TSLA
10/2/2017,342.519989,343.700012,335.51001,341.529999,5286800,TSLA
10/3/2017,335.899994,348.549988,331.279999,348.140015,10153600,TSLA
10/4/2017,351.25,358.619995,349.600006,355.01001,8163500,TSLA
10/5/2017,356,357.440002,351.350006,355.329987,4171700,TSLA
10/6/2017,353.100006,360.100006,352.25,356.880005,4297500,TSLA
10/9/2017,349.649994,351.75,342.670013,342.940002,7493700,TSLA
10/10/2017,346.799988,355.630005,345.529999,355.589996,6978500,TSLA
10/11/2017,353.890015,357.600006,351.149994,354.600006,4500800,TSLA
10/12/2017,352.950012,359.779999,352.640015,355.679993,4087000,TSLA
10/13/2017,356.980011,358.48999,353.679993,355.570007,3540500,TSLA
10/16/2017,353.76001,354.480011,347.160004,350.600006,5375500,TSLA
10/17/2017,350.910004,356.220001,350.070007,355.75,3293300,TSLA
10/18/2017,355.970001,363,354.130005,359.649994,4939100,TSLA
10/19/2017,355.559998,357.149994,348.200012,351.809998,5061800,TSLA
10/20/2017,352.690002,354.549988,344.339996,345.100006,4930400,TSLA
10/23/2017,349.880005,349.950012,336.25,337.019989,5747300,TSLA
10/24/2017,338.799988,342.799988,336.160004,337.339996,4491700,TSLA
10/25/2017,336.700012,337.5,323.559998,325.839996,8594100,TSLA
10/26/2017,327.779999,330.230011,323.200012,326.170013,5023500,TSLA
10/27/2017,319.75,324.589996,316.660004,320.869995,6979700,TSLA
10/30/2017,319.179993,323.779999,317.25,320.079987,4254400,TSLA
10/31/2017,320.230011,331.950012,320.179993,331.529999,5672300,TSLA
11/1/2017,332.25,332.609985,320.26001,321.079987,8457300,TSLA
11/2/2017,300.130005,308.690002,292.630005,299.26001,19791400,TSLA
11/3/2017,299.5,306.25,295.130005,306.089996,8894000,TSLA
11/6/2017,307,307.5,299.01001,302.779999,6486000,TSLA
11/7/2017,301.019989,306.5,300.029999,306.049988,5294300,TSLA
11/8/2017,305.5,306.890015,301.299988,304.390015,4725300,TSLA
11/9/2017,302.5,304.459991,296.299988,302.98999,5447100,TSLA
11/10/2017,302.5,308.359985,301.850006,302.98999,4625400,TSLA
11/13/2017,300.130005,316.799988,299.109985,315.399994,7584900,TSLA
11/14/2017,315,316.350006,306.899994,308.700012,5676100,TSLA
11/15/2017,306.01001,312.48999,301.5,311.299988,5978700,TSLA
11/16/2017,313.98999,318.140015,311.299988,312.5,5822100,TSLA
11/17/2017,325.670013,326.670013,313.149994,315.049988,13735100,TSLA
11/20/2017,313.790009,315.5,304.75,308.73999,8247700,TSLA
11/21/2017,310.859985,318.230011,308.709991,317.809998,7261300,TSLA
11/22/2017,316.769989,317.420013,311.839996,312.600006,4917600,TSLA
11/24/2017,313.790009,316.410004,311,315.549988,3244100,TSLA
11/27/2017,313.25,317.339996,309.51001,316.809998,4555900,TSLA
11/28/2017,316.359985,320,313.920013,317.549988,4949500,TSLA
11/29/2017,317.299988,318,301.230011,307.540009,8767400,TSLA
11/30/2017,308.559998,310.700012,304.540009,308.850006,4351600,TSLA
12/1/2017,305.440002,310.320007,305.049988,306.529999,4292900,TSLA
12/4/2017,306.5,308.269989,300.609985,305.200012,5835100,TSLA
12/5/2017,302,308,301,303.700012,4646500,TSLA
12/6/2017,300.100006,313.390015,300,313.26001,7195300,TSLA
12/7/2017,312,318.630005,311.049988,311.23999,4780600,TSLA
12/8/2017,314.600006,316.980011,311.26001,315.130005,3468500,TSLA
12/11/2017,314.630005,329.01001,313.75,328.910004,7938000,TSLA
12/12/2017,330.450012,341.440002,330.029999,341.029999,8733200,TSLA
12/13/2017,340.929993,344.220001,336.5,339.029999,6221500,TSLA
12/14/2017,341.01001,347.440002,336.899994,337.890015,5799900,TSLA
12/15/2017,342.040009,343.899994,335.76001,343.450012,6933200,TSLA
12/18/2017,344.899994,346.730011,337.579987,338.869995,5476200,TSLA
12/19/2017,340.26001,341.48999,330.299988,331.100006,6825000,TSLA
12/20/2017,332.690002,333.100006,325.040009,328.980011,5953800,TSLA
12/21/2017,329.589996,333.73999,327.209991,331.660004,4385200,TSLA
12/22/2017,329.51001,330.920013,324.820007,325.200012,4215800,TSLA
12/26/2017,323.829987,323.940002,316.579987,317.290009,4378400,TSLA
12/27/2017,316,317.679993,310.75,311.640015,4712100,TSLA
12/28/2017,311.75,315.820007,309.540009,315.359985,4316300,TSLA
12/29/2017,316.179993,316.410004,310,311.350006,3777200,TSLA
1/2/2018,312,322.109985,311,320.529999,4352200,TSLA
1/3/2018,321,325.25,315.549988,317.25,4521500,TSLA
1/4/2018,312.869995,318.549988,305.679993,314.619995,9946300,TSLA
1/5/2018,316.619995,317.23999,312,316.579987,4591200,TSLA
1/8/2018,316,337.019989,315.5,336.410004,9859400,TSLA
1/9/2018,335.160004,338.799988,327.399994,333.690002,7146600,TSLA
1/10/2018,332.200012,337,330,334.799988,4309900,TSLA
1/11/2018,335.23999,344.809998,333.26001,337.950012,6645500,TSLA
1/12/2018,338.630005,340.410004,333.670013,336.220001,4825100,TSLA
1/16/2018,337.540009,345,334.799988,340.059998,6474300,TSLA
1/17/2018,340.470001,349,339.75,347.160004,7103500,TSLA
1/18/2018,345.670013,352.299988,343.73999,344.570007,5685800,TSLA
1/19/2018,345,350.589996,342.600006,350.019989,4888300,TSLA
1/22/2018,349.399994,357.829987,349.200012,351.559998,6210400,TSLA
1/23/2018,360,360.5,351,352.790009,5465400,TSLA
1/24/2018,354.579987,354.75,343.519989,345.890015,5287500,TSLA
1/25/2018,348.269989,349.200012,336.399994,337.640015,6740300,TSLA
1/26/2018,341.5,344,335.709991,342.850006,4539400,TSLA
1/29/2018,339.850006,350.850006,338.279999,349.529999,4747100,TSLA
1/30/2018,345.140015,348.269989,342.170013,345.820007,4717700,TSLA
1/31/2018,347.51001,356.190002,345.190002,354.309998,6214100,TSLA
2/1/2018,351,359.660004,348.630005,349.25,4197700,TSLA
2/2/2018,348.440002,351.950012,340.51001,343.75,3704800,TSLA
2/5/2018,337.970001,344.470001,333,333.130005,4464100,TSLA
2/6/2018,325.209991,336.220001,323.5,333.970001,5088400,TSLA
2/7/2018,338.98999,346,335.660004,345,6969200,TSLA
2/8/2018,343.309998,348.619995,314.600006,315.230011,10314600,TSLA
2/9/2018,319.929993,320.980011,294.76001,310.420013,12933700,TSLA
2/12/2018,316.130005,318.079987,306.25,315.730011,6227800,TSLA
2/13/2018,315.019989,324.190002,312.51001,323.660004,4560200,TSLA
2/14/2018,320.839996,326.170013,318.519989,322.309998,3950700,TSLA
2/15/2018,324.5,334.119995,322.399994,334.070007,5912900,TSLA
2/16/2018,332.5,343.119995,331.640015,335.48999,5642600,TSLA
2/20/2018,334.470001,340.839996,331.5,334.769989,4009400,TSLA
2/21/2018,336.029999,339.690002,333.170013,333.299988,3219600,TSLA
2/22/2018,335.529999,347.440002,334.75,346.170013,6969800,TSLA
2/23/2018,347.829987,354.98999,347.100006,352.049988,5817400,TSLA
2/26/2018,353.5,359,352.359985,357.420013,4340000,TSLA
2/27/2018,356.25,359.98999,350.01001,350.98999,4797400,TSLA
2/28/2018,352.570007,355.23999,342.220001,343.059998,6069700,TSLA
3/1/2018,345.01001,348.670013,330.070007,330.929993,6885600,TSLA
3/2/2018,326.980011,335.220001,322.970001,335.119995,5092800,TSLA
3/5/2018,332.390015,337.75,329.290009,333.350006,3823800,TSLA
3/6/2018,333.75,336.369995,327.029999,328.200012,4285700,TSLA
3/7/2018,325.440002,332.5,321.73999,332.299988,5007300,TSLA
3/8/2018,332.859985,333.299988,326.269989,329.100006,3566200,TSLA
3/9/2018,324.100006,328.48999,322.369995,327.170013,5506800,TSLA
3/12/2018,328.609985,347.209991,326.5,345.51001,8264000,TSLA
3/13/2018,328.609985,347.209991,326.5,341.839996,5965800,TSLA
3/14/2018,336.76001,339.809998,323.929993,326.630005,7967400,TSLA
3/15/2018,329.380005,332.850006,321.100006,325.600006,6564800,TSLA
3/16/2018,322.929993,327.399994,319.070007,321.350006,6117300,TSLA
3/19/2018,316.5,320.75,309.670013,313.559998,7484300,TSLA
3/20/2018,314.869995,316.25,308.76001,310.549988,4764300,TSLA
3/21/2018,310.25,322.440002,310.190002,316.529999,5958400,TSLA
3/22/2018,313.890015,318.820007,308.179993,309.100006,4939800,TSLA
3/23/2018,311.25,311.25,300.450012,301.540009,6654900,TSLA
3/26/2018,307.339996,307.589996,291.359985,304.179993,8375200,TSLA
3/27/2018,304,304.269989,277.179993,279.179993,13872000,TSLA
3/28/2018,264.579987,268.679993,252.100006,257.779999,21001400,TSLA
3/29/2018,256.48999,270.959991,248.210007,266.130005,15170700,TSLA
4/2/2018,256.26001,260.329987,244.589996,252.479996,16114000,TSLA
4/3/2018,269.820007,273.350006,254.490005,267.529999,18844400,TSLA
4/4/2018,252.779999,288.369995,252,286.940002,19896700,TSLA
4/5/2018,289.339996,306.26001,288.200012,305.720001,19121100,TSLA
4/6/2018,301,309.279999,295.5,299.299988,13520300,TSLA
4/9/2018,300.369995,309.5,289.209991,289.660004,10249800,TSLA
4/10/2018,298.970001,307.100006,293.679993,304.700012,10989800,TSLA
4/11/2018,300.73999,308.980011,299.660004,300.929993,7482900,TSLA
4/12/2018,302.320007,303.950012,293.679993,294.079987,7608800,TSLA
4/13/2018,303.600006,303.950012,295.980011,300.339996,7327200,TSLA
4/16/2018,299,299.660004,289.01001,291.209991,6338500,TSLA
4/17/2018,288.869995,292.170013,282.51001,287.690002,7000000,TSLA
4/18/2018,291.079987,300.23999,288.160004,293.350006,6557700,TSLA
4/19/2018,291.079987,301.01001,288.549988,300.079987,6090600,TSLA
4/20/2018,295.170013,299.980011,289.75,290.23999,5627900,TSLA
4/23/2018,291.290009,291.619995,282.329987,283.369995,4893400,TSLA
4/24/2018,285,287.089996,278.459991,283.459991,5685300,TSLA
4/25/2018,283.5,285.160004,277.25,280.690002,4013600,TSLA
4/26/2018,278.75,285.790009,276.5,285.480011,4356000,TSLA
4/27/2018,285.369995,294.470001,283.829987,294.079987,4364600,TSLA
4/30/2018,293.609985,298.730011,292.5,293.899994,4228200,TSLA
5/1/2018,293.51001,300.820007,293.220001,299.920013,4625600,TSLA
5/2/2018,298.570007,306.850006,297.779999,301.149994,8970400,TSLA
5/3/2018,278.790009,288.040009,275.230011,284.450012,17352100,TSLA
5/4/2018,283,296.859985,279.519989,294.089996,8569400,TSLA
5/7/2018,297.5,305.959991,295.170013,302.769989,8678200,TSLA
5/8/2018,300.799988,307.75,299,301.970001,5930000,TSLA
5/9/2018,300.410004,307.01001,300.049988,306.850006,5727400,TSLA
5/10/2018,307.5,312.98999,304.109985,305.019989,5651600,TSLA
5/11/2018,307.700012,308.880005,299.079987,301.059998,4679600,TSLA
5/14/2018,303.320007,304.940002,291.619995,291.970001,7286800,TSLA
5/15/2018,285.01001,286.959991,280.5,284.179993,9519200,TSLA
5/16/2018,283.829987,288.809998,281.559998,286.480011,5674000,TSLA
5/17/2018,285.899994,289.190002,283.970001,284.540009,4420600,TSLA
5/18/2018,284.649994,284.649994,274,276.820007,7251900,TSLA
5/21/2018,281.329987,291.48999,281.299988,284.48999,9182600,TSLA
5/22/2018,287.76001,288,273.420013,275.01001,8945800,TSLA
5/23/2018,277.76001,279.910004,274,279.070007,5985100,TSLA
5/24/2018,278.399994,281.109985,274.890015,277.850006,4176700,TSLA
5/25/2018,277.630005,279.640015,275.609985,278.850006,3875100,TSLA
5/29/2018,278.51001,286.5,276.149994,283.76001,5666600,TSLA
5/30/2018,283.290009,295.01001,281.600006,291.720001,7489700,TSLA
5/31/2018,287.209991,290.369995,282.929993,284.730011,5919700,TSLA
6/1/2018,285.859985,291.950012,283.839996,291.820007,5424400,TSLA
6/4/2018,294.339996,299,293.549988,296.73999,4797800,TSLA
6/5/2018,297.700012,297.799988,286.73999,291.130005,5995200,TSLA
6/6/2018,300.5,322.170013,297.480011,319.5,18767300,TSLA
6/7/2018,316.149994,330,313.579987,316.089996,14345300,TSLA
6/8/2018,319,324.480011,317.149994,317.660004,8205200,TSLA
6/11/2018,322.51001,334.660004,322.5,332.100006,13183500,TSLA
6/12/2018,344.700012,354.970001,338,342.769989,22347400,TSLA
6/13/2018,346.709991,347.200012,339.799988,344.779999,9469800,TSLA
6/14/2018,347.630005,358.75,346.600006,357.720001,10981000,TSLA
6/15/2018,353.839996,364.670013,351.25,358.170013,10848300,TSLA
6/18/2018,355.399994,373.730011,354.5,370.829987,12073200,TSLA
6/19/2018,365.160004,370,346.25,352.549988,12761900,TSLA
6/20/2018,358.040009,364.380005,352,362.220001,8383700,TSLA
6/21/2018,362,366.209991,346.269989,347.51001,7967100,TSLA
6/22/2018,351.540009,352.25,332,333.630005,10266100,TSLA
6/25/2018,330.119995,338.470001,327.5,333.01001,6931300,TSLA
6/26/2018,336.049988,343.549988,325.799988,342,7452500,TSLA
6/27/2018,345,350.790009,339.5,344.5,8333700,TSLA
6/28/2018,348.660004,357.019989,346.109985,349.929993,8398000,TSLA
6/29/2018,353.329987,353.859985,342.410004,342.950012,6492400,TSLA
7/2/2018,360.070007,364.779999,329.850006,335.070007,18759800,TSLA
7/3/2018,331.75,332.48999,309.690002,310.859985,12282600,TSLA
7/5/2018,313.76001,314.390015,296.220001,309.160004,17476400,TSLA
7/6/2018,304.950012,312.070007,302,308.899994,8865500,TSLA
7/9/2018,311.98999,318.519989,308,318.51001,7596800,TSLA
7/10/2018,324.559998,327.679993,319.200012,322.470001,9471500,TSLA
7/11/2018,315.799988,321.940002,315.070007,318.959991,4884100,TSLA
7/12/2018,321.429993,323.230011,312.769989,316.709991,5721200,TSLA
7/13/2018,315.579987,319.579987,309.25,318.869995,5869800,TSLA
7/16/2018,311.709991,315.160004,306.25,310.100006,7818700,TSLA
7/17/2018,308.809998,324.73999,308.5,322.690002,6996200,TSLA
7/18/2018,325,325.5,316.25,323.850006,5624200,TSLA
7/19/2018,316.329987,323.540009,314.01001,320.230011,5915300,TSLA
7/20/2018,321.230011,323.23999,311.709991,313.579987,5162200,TSLA
7/23/2018,301.839996,305.5,292.859985,303.200012,10992900,TSLA
7/24/2018,304.420013,307.720001,292.549988,297.429993,9590800,TSLA
7/25/2018,296.73999,309.619995,294.5,308.73999,7075400,TSLA
7/26/2018,304.850006,310.700012,303.640015,306.649994,4630500,TSLA
7/27/2018,307.25,307.690002,295.339996,297.179993,5703300,TSLA
7/30/2018,295.899994,296.100006,286.130005,290.170013,6814100,TSLA
